Question,Ground_Truth
Danh sách những người đã đoạt giải Nobel Sinh lý học và Y khoa bao gồm ai?,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa
Brian P. Schmidt là giáo sư tại trường đại học nào?,Đại Học Arizona
Anton Zeilinger làm việc tại đâu?,/TU Wien
Ai là người được ảnh hưởng bởi Amartya Sen?,/Kaushik Basu
André-Louis Debierne mất ở đâu?,Paris
Năm nào Alfred Sturtevant nhận giải thưởng?,1967
Quốc gia nào Dan Shechtman sinh ra?,Israel
Quốc tịch của Alfred Kastler là gì?,Pháp
Ai là người được đề cập trong Triple: August Wilhelm Von Hofmann - Các nghiên cứu sinh nổi tiếng - /Richard Abegg?,/Richard Abegg
Giải thưởng nào mà Daron Acemoglu đã nhận trong lĩnh vực Kinh tế?,/Erwin Plein Nemmers Prize In Economics
Bạn học ở đâu?,Đại Học Thanh Hoa
Nơi Barbara McClintock mất là ở đâu?,"/Huntington, New York"
Quốc tịch của nhà sinh vật học nổi tiếng Christian De Duve là gì?,Bỉ
Alan MacDiarmid sinh vào ngày nào?,14 Tháng 4
Adolf Butenandt làm việc tại đâu?,/Đại Học Kỹ Thuật Danzig
Ai là người được đề cập trong Triple: Charles Hard Townes - Các nghiên cứu sinh nổi tiếng - /Raymond Y. Chiao?,/Raymond Y. Chiao
Ai là người hướng dẫn luận án tiến sĩ của Abdus Salam?,/Nicholas Kemmer
Ai đã giành Giải Hóa Học Của Viện Hàn Lâm Khoa Học Quốc Gia Hoa Kỳ?,Giải Hóa Học Của Viện Hàn Lâm Khoa Học Quốc Gia Hoa Kỳ
Bạn có thể cung cấp đường link của luận án của Daniel Kahneman không?,Http://Oskicat.Berkeley.Edu/Record=B12138684~S1
Năm nào Ahmed Zewail đã nhận Giải thưởng?,1999
Nơi công tác của Ada Yonath là trường đại học nào?,/Đại Học Jerusalem
Andrei Sakharov đã được vinh dự với giải thưởng nào vào năm 1968?,Giải Thưởng Lenin
Claude Simon sinh sống ở đâu?,Pháp
Năm nào Artturi Ilmari Virtanen sinh?,1895
Ở bang nào Christian B. Anfinsen sinh ra?,Pennsylvania
August Wilhelm Von Hofmann làm việc tại đâu?,/Đại Học Hóa Học Hoàng Gia
Ai là người đã mất và có liên quan đến Warmia?,/Warmia
Quốc tịch của Alfred Hershey là gì?,Hoa Kỳ
Abdus Salam đã được trao giải thưởng nào?,/Huy Chương Vàng Lomonosov
Quốc tịch của Daron Acemoglu là gì?,Thổ Nhĩ Kỳ
Trường lớp nào mà Alexander Fleming đã được đào tạo tại?,/St Mary'S Hospital Medical School
Ai là con cái của Albert Einstein?,/Lieserl Einstein
Ai là người đã được đề cử trong Triple này?,/Pyotr Lukirsky
Ai đã nhận giải thưởng từ Institute Of Electrical And Electronics Engineers?,Institute Of Electrical And Electronics Engineers
Ai là nhà kinh tế học mà Abhijit Banerjee đã làm việc cùng trong các nghiên cứu nổi tiếng?,/Benjamin Jones (Economist
Ai là người ảnh hưởng đến Arthur Eddington trong lĩnh vực của mình?,/Horace Lamb
Nơi sinh của nhà kinh tế học Arthur Lewis là ở đâu?,Castries
Arthur Eddington đã nhận được giải thưởng nào?,/Smith'S Prize
Quốc tịch của Alfred Werner là gì?,Đế Quốc Đức
Ai là người hướng dẫn luận án tiến sĩ cho Arthur Amos Noyes?,Không có người hướng dẫn tiến sĩ
Ai đã được trao Huy Chương Davy?,/Huy Chương Davy
Ai là người hướng dẫn luận án tiến sĩ của Anne L'Huillier?,/Bernard Cagnac
Bert Sakmann sinh ở thành phố nào?,Stuttgart
Aage Bohr qua đời ở thành phố nào?,Copenhagen
Ai là vợ của Al Gore?,/Tipper Gore
Amartya Sen làm việc tại đâu?,/Trường Kinh Tế Delhi
Clifford Shull làm việc tại đâu?,Học Viện Công Nghệ Massachusetts
Anatole France mất ở đâu?,Tours
Trường đại học nào David J. Thouless đã từng giảng dạy?,Đại Học Cornell
Albert Szent-Györgyi làm việc tại đâu?,Đại Học Szeged
Ai là người nghiên cứu sinh nổi tiếng cùng thời với C. V. Raman?,/GN Ramachandran
Tác giả nổi tiếng Aleksandr Solzhenitsyn sinh ra ở đâu?,Nga
Bạn có biết trường đại học nào mà Alfred Hershey từng làm việc không?,/Michigan State University
Ai đã nhận /Huy Chương Vàng Của CNRS?,/Huy Chương Vàng Của CNRS
Năm Anwar Sadat sinh là bao nhiêu?,1918
Ở đâu Alvin E. Roth làm việc khi ông giảng dạy trường lớp?,Đại Học Columbia
"""Daniel Kahneman đã nhận giải thưởng từ tổ chức nào?""",Hiệp Hội Tâm Lý Học Hoa Kỳ
Quốc gia nào là quê hương của Aage Bohr?,Đan Mạch
Quốc gia nào Al Gore sinh ra?,Hoa Kỳ
Ai đã nhận Giải Goethe?,Giải Goethe
Adolf Von Baeyer mất ở quốc gia nào?,Đức
"Ai là người đã nhận giải thưởng ""/Right Livelihood Award""?",/Right Livelihood Award
Năm nào Abdus Salam đã nhận Giải thưởng?,1978
Charles Thomson Rees Wilson sinh tại đâu?,/Midlothian
Thành phố nào mà Abram Ioffe đã mất tại đó?,Leningrad
David Card sinh ở đâu?,"/Guelph, Ontario"
Ngày nào Alfred Werner sinh?,12 Tháng 12
Ai là người đã nhận Giải Francqui?,Giải Francqui
Ai là nơi mà Aleksandr Solzhenitsyn mất?,Moskva
Năm nào Ahmed Zewail nhận Giải thưởng?,1993
Andrew Schally làm việc tại trường đại học nào?,/Baylor College Of Medicine
Trường cao đẳng nào mà Charles K. Kao đã tốt nghiệp?,/Cao Đẳng Đế Quốc London
Alice Munro sinh ra ở đâu?,Ontario
Albrecht Kossel sinh ở đâu?,Rostock
Ai là những người đã đoạt giải Nobel Hóa học?,Danh Sách Người Đoạt Giải Nobel Hóa Học
Nơi Charles T. R. Wilson mất là ở đâu?,Edinburgh
Artturi Ilmari Virtanen làm việc ở đâu?,/Đại Học Công Nghệ Helsinki
Năm nào C. V. Raman đã được trao Giải thưởng?,1954
Ai là người được đề cử trong Triple: Abdus Salam - Các nghiên cứu sinh nổi tiếng - /Pervez Hoodbhoy?,/Pervez Hoodbhoy
Aaron Klug sinh ở thành phố nào?,Želva
Christian De Duve sinh ở đâu?,Vương Quốc Anh
Abdus Salam làm việc tại tổ chức nào?,/Ủy Ban Năng Lượng Nguyên Tử Pakistan
Ở đâu là quê hương của nhà thiên văn học nổi tiếng Nicolaus Copernicus?,Toruń
Alan MacDiarmid làm việc ở đâu?,Đại Học Pennsylvania
Alan Turing học tại trường đại học nào?,Princeton University
Carl Bosch làm việc tại công ty nào?,BASF
Nơi Albert Abraham Michelson mất là ở đâu?,"Pasadena, California"
Clifford Shull sinh ở tiểu bang nào?,Pennsylvania
David Card đã được trao giải thưởng nào mà không phải Nobel Kinh tế?,Giải Nobel Kinh Tế
Quốc gia nào là nơi sinh của nhà kinh tế học Arthur Lewis?,Saint Lucia
Albert Fert đã nhận giải thưởng nào?,/Giải Thưởng Nhật Bản
Ai là người kế thừa và tiếp tục các nghiên cứu của Arnold Sommerfeld?,Hans Bethe
Ales Bialiatski sinh ở đâu?,Cộng Hòa Karelia
Ai đã được trao Giải Nobel Kinh Tế?,Giải Nobel Kinh Tế
Quốc tịch của Donald A. Glaser là gì?,Hoa Kỳ
Thành phố nào là nơi Ardem Patapoutian sinh ra?,Beirut
Albert Camus sinh ở đâu?,Dréan
Ai là người hướng dẫn luận án tiến sĩ của Abram Ioffe?,Wilhelm Röntgen
Quốc gia nào Artturi Ilmari Virtanen sinh ra?,Phần Lan
Năm sinh của Albert Fert là năm nào?,1938
Ai là người đã được trao Giải Nobel Hóa Học?,Giải Nobel Hóa Học
Albert Einstein làm việc tại đâu?,Đại Học Brandeis
Ở đâu Alfred Werner đã mất?,Zürich
Abdus Salam sinh ở đâu?,/Quận Sahiwal
Ai là người hướng dẫn luận án tiến sĩ của Daniel Kahneman?,/Susan M. Ervin-Tripp
Ai là người đã bắt đầu phát triển chỉ số Phát triển con người (HDI)?,Mahbub Ul Haq
Ai đã nhận Giải Nobel Kinh tế năm nay?,Giải Nobel Kinh Tế
"Bạn muốn tôi tạo câu hỏi có câu trả lời là ""Https://Www.Oeaw.Ac.At/Fileadmin/Institute/IQOQI-Vienna/PDF/Publications-Zeilinger/1972 Neutron Depolarization Measurements Ona Dy-Single Crystal.Pdf"" phải không?",Https://Www.Oeaw.Ac.At/Fileadmin/Institute/IQOQI-Vienna/PDF/Publications-Zeilinger/1972 Neutron Depolarization Measurements Ona Dy-Single Crystal.Pdf
Năm nào Ahmed Zewail được trao Giải thưởng?,1996
Albert Einstein đã nhận học vị ở đâu?,Đại Học Zurich
Anwar Sadat mất vào ngày nào?,6 Tháng 10
August Wilhelm Von Hofmann mất ở đâu?,/Tỉnh Bang Brandenburg
Andrea M. Ghez làm việc tại trường lớp nào?,Viện Công Nghệ California
Alfred Kleiner sinh ở quốc gia nào?,Thụy Sĩ
Năm nào Abdus Salam nhận Giải thưởng?,1979
Năm nào Adolf Otto Reinhold Windaus sinh ra?,1876
Ở đâu André Frédéric Cournand sinh ra?,Paris
Anton Zeilinger đã đạt được danh hiệu học vị gì?,Doctor Of Philosophy
Bjørnstjerne Bjørnson đã mất ở đâu?,Paris
Trường đại học nào Anton Zeilinger làm việc tại?,/TU Wien
"Ai là người được đề cập trong Triple ""Arnold Sommerfeld - Các nghiên cứu sinh nổi tiếng - /Walter Rogowski""?",/Walter Rogowski
Ai là người được ảnh hưởng bởi Amartya Sen?,/Nancy Folbre
Ben Feringa làm việc tại đâu?,Đại Học Groningen
Ai là chủ tịch của Chính Phủ Quân Sự Lâm Thời Ethiopia Xã Hội Chủ Nghĩa?,Chính Phủ Quân Sự Lâm Thời Ethiopia Xã Hội Chủ Nghĩa
Alan J. Heeger đã làm việc tại trường nào?,Đại Học Nebraska
Ahmed Zewail đã nhận được giải thưởng nào mà có liên quan đến Đức?,Giải Humboldt
Albert Szent-Györgyi sinh ở đâu?,/Áo Hung
Ai là người phát hiện ra tín hiệu đầu tiên của pulsar?,Jocelyn Bell Burnell
Adam Riess làm việc tại đâu?,/Viện Khoa Học Kính Thiên Văn Không Gian
Quốc gia nào Adolf Von Baeyer sinh ra?,Đức
Danh sách những người đã đoạt Giải Nobel Kinh tế nằm trong lĩnh vực nào?,Danh Sách Người Đoạt Giải Nobel Kinh Tế
Barbara McClintock làm việc tại đâu?,Đại Học Missouri
Năm nào Albert Schweitzer đã giành Giải thưởng?,1952
Năm nào Albert Schweitzer đã nhận Giải thưởng?,1928
Vai trò quan trọng của Charles K. Kao trong lĩnh vực nào đã khiến ông được trao tặng /Huân Chương IEEE Alexander Graham Bell?,/Huân Chương IEEE Alexander Graham Bell
Ai là quốc gia mà nhà văn Anatole France sinh ra và mất?,Pháp
Danh sách những người đoạt giải Nobel Sinh lý học và Y khoa bao gồm những ai?,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa
Nơi Burton Richter mất là ở đâu?,"Stanford, California"
Nơi Daniel Kahneman công tác là đâu?,"Đại Học California, Berkeley"
Ngày nào André Gide sinh?,22 Tháng 11
Abiy Ahmed đã có liên kết với trường đại học nào trong lĩnh vực giáo dục?,/Microlink Information Technology College
Charles Édouard Guillaume sinh ở đâu?,/Fleurier
Bernardo Houssay sinh ở đất nước nào?,Argentina
August Kekulé sinh ở quốc gia nào?,Đức
Ai là những người đã đoạt Giải Nobel Hóa Học?,Danh Sách Người Đoạt Giải Nobel Hóa Học
Abhijit Banerjee đã đạt học vị gì?,/Đại Học Jawaharlal Nehru
Bạn học vị của David MacMillan là gì?,"/Đại Học California, Irvine"
Ai đã nhận Giải Sveriges Riksbank Về Khoa Học Kinh Tế Trong Ký Ức Của Alfred Nobel?,/Giải Sveriges Riksbank Về Khoa Học Kinh Tế Trong Ký Ức Của Alfred Nobel
Trang web nào mà Alan Turing đã được đề cập tại trường lớp?,Http://Ktdn.Edu.Vn
David MacMillan đã đoạt giải thưởng nào trong lĩnh vực Hóa Học?,Giải Nobel Hóa Học
Charles Brenton Huggins sinh ở thành phố nào?,Thành Phố Halifax
Charles T. R. Wilson sinh ở đâu?,/Midlothian
Ai là người hướng dẫn luận án tiến sĩ của Alfred Kleiner?,Không có người hướng dẫn tiến sĩ
Ai là người được đề cử trong Triple: August Wilhelm Von Hofmann - Các nghiên cứu sinh nổi tiếng - /Rudolf Hugo Nietzki?,/Rudolf Hugo Nietzki
Ai là phối ngẫu của Albert Einstein?,/Elsa Einstein
Alexis Carrel nổi tiếng trong lĩnh vực nào?,Sinh Học
Ở thành phố nào Allvar Gullstrand đã qua đời?,Stockholm
Brian Kobilka sinh ở đâu?,"Little Falls, Minnesota"
Ai là người hướng dẫn luận án tiến sĩ của David Julius?,Không có người hướng dẫn tiến sĩ
Năm nào Donald A. Glaser nhận Giải thưởng?,1960
Arthur Eddington đã nhận được giải thưởng nào từ Hội Thiên văn Hoàng gia?,/Gold Medal Of The Royal Astronomical Society
Bạn biết trường đại học nào Alvin E. Roth từng làm giáo sư không?,Đại Học Stanford
Ai là người cộng tác nghiên cứu nổi tiếng của Abdus Salam?,/Riazuddin
David J. Thouless đã được trao giải thưởng nào?,/Maxwell Medal And Prize
Albert Szent-Györgyi công tác tại trường đại học nào?,/Đại Học Semmelweis
Ai là người đồng nghiệp nổi tiếng của Adolf Von Baeyer trong lĩnh vực nghiên cứu?,/Carl Gräbe
Ai là người sinh ra tại Beshasha?,/Beshasha
Donald A. Glaser đã nhận được giải thưởng nào vào lĩnh vực Vật Lý?,Giải Nobel Vật Lý
Quốc gia nào Adolf Otto Reinhold Windaus sinh ra?,Đức
Alfred Sturtevant làm việc tại đâu?,Viện Công Nghệ California
Nơi Artturi Ilmari Virtanen công tác là trường đại học nào?,Đại Học Helsinki
Ở đâu Al Gore sinh ra?,"Washington, D.C"
Năm nào Abdus Salam đã nhận Giải thưởng?,1964
Quốc gia nào là quê hương của Ben R. Mottelson?,Đan Mạch
Ai đã giành giải thưởng Giải Phổ Học Edgar Bright Wilson?,Giải Phổ Học Edgar Bright Wilson
Quốc tịch của Daniel Kahneman là gì?,Hoa Kỳ
Andre Geim đã đạt được thành tựu gì nổi bật?,Giải Nobel
Năm Alfred Werner sinh là năm nào?,1866
Giải thưởng nào mà Charles Thomson Rees Wilson đã đoạt được?,/Giải Của Viện Franklin
Ahmed Zewail sinh ở thành phố nào?,/Damanhour
Trường học nào mà Clifford Shull đã từng tham gia?,/Học Viện Công Nghệ Carnegie
Arne Tiselius sinh vào ngày nào?,10 Tháng 8
Daniel Kahneman làm việc ở đâu?,"/Đại Học Hebrew, Jerusalem"
Albert Einstein sinh ở đế quốc nào?,Đế Quốc Đức
Năm sinh của Alfred Hershey là năm nào?,1908
Nơi sinh của Allvar Gullstrand là ở đâu?,Landskrona
Ai là những người đã đoạt giải Nobel Hóa Học?,Danh Sách Người Đoạt Giải Nobel Hóa Học
Quốc gia nào mà Boris Pasternak mất trong thời gian Liên Xô tồn tại?,Liên Xô
Quốc tịch của Charles J. Pedersen là gì?,Hoa Kỳ
Ai đã được trao giải Nobel Hóa Học?,Nobel Hóa Học
Carl David Anderson đã đạt được bằng cấp nào?,B.S
Ai là người đã ảnh hưởng đến Amartya Sen?,Mary Wollstonecraft
Ai là người được biết đến với tên gọi /Tehshik Yoon?,/Tehshik Yoon
"Ai là tác giả của cuốn sách ""Mất""?",Pháp
Ben R. Mottelson sinh ở đâu?,Hoa Kỳ
"Người nào đã được trao Giải thưởng Nobel trong lĩnh vực Vật lý và được vinh danh với danh hiệu ""/Hiệp Sĩ Cử Nhân""?",/Hiệp Sĩ Cử Nhân
Ai đã ảnh hưởng đến Albert Einstein?,Hermann Minkowski
Ai là người nghiên cứu sinh nổi tiếng liên quan đến Arnold Sommerfeld?,/Rudolf Seeliger
Năm nào Alfred Werner đã được trao giải thưởng?,1913
Ai là người đã mất vào thời gian Bertha Von Suttner?,Viên
Ben R. Mottelson đã giảng dạy tại trường đại học nào?,Đại Học Harvard
Albert Einstein nhận được giải thưởng nào trong sự nghiệp của mình?,Huy Chương Max Planck
André Frédéric Cournand làm việc tại nơi nào?,Đại Học Columbia
Quốc tịch của Alfred G. Gilman là gì?,Hoa Kỳ
Abhijit Banerjee học vị gì tại đâu?,Đại Học Harvard
Ai đã được trao Giải thưởng ACS Award In Pure Chemistry?,/ACS Award In Pure Chemistry
Anton Zeilinger đã nhận giải thưởng nào?,/Giải Tưởng Nhớ Klopsteg
Học vị cao nhất mà Akira Yoshino đạt được là gì?,Doctor Of Philosophy
